"replicate","experiment","fraction","file"
"BN2","fraction13",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction13.raw"
"BN2","fraction14",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction14.raw"
"BN2","fraction15",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction15.raw"
"BN2","fraction16",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction16.raw"
"BN2","fraction17",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction17.raw"
"BN2","fraction18",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction18.raw"
"BN2","fraction19",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction19.raw"
"BN2","fraction20",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction20_rep2_131209200603.raw"
"BN2","fraction20",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction20.raw"
"BN2","fraction21",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction21_rep2_131209232850.raw"
"BN2","fraction21",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction21.raw"
"BN2","fraction22",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction22_rep2.raw"
"BN2","fraction23",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction23_rep2.raw"
"BN2","fraction23",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction23.raw"
"BN2","fraction24",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction24_rep2.raw"
"BN2","fraction25",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction25.raw"
"BN2","fraction26",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction26.raw"
"BN2","fraction27",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction27.raw"
"BN2","fraction28",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction28.raw"
"BN2","fraction29",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction29.raw"
"BN2","fraction30",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction30.raw"
"BN2","fraction31",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction31_repeat.raw"
"BN2","fraction31",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction31.raw"
"BN2","fraction32",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction32.raw"
"BN2","fraction33",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction33.raw"
"BN2","fraction34",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction34.raw"
"BN2","fraction35",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction35.raw"
"BN2","fraction36",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction36.raw"
"BN2","fraction37",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction37.raw"
"BN2","fraction38",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction38.raw"
"BN2","fraction39",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction39.raw"
"BN2","fraction40",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction40.raw"
"BN2","fraction41",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction41.raw"
"BN2","fraction42",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction42.raw"
"BN2","fraction43",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction43.raw"
"BN2","fraction44",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction44.raw"
"BN2","fraction45",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction45.raw"
"BN2","fraction46",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction46.raw"
"BN2","fraction47",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction47.raw"
"BN2","fraction48",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction48.raw"
"BN2","fraction49",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction49.raw"
"BN2","fraction50",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction50.raw"
"BN2","fraction51",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction51.raw"
"BN2","fraction52",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction52.raw"
"BN2","fraction53",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction53.raw"
"BN2","fraction54",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction54.raw"
"BN2","fraction55",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction55.raw"
"SEC3","fraction01",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction01.raw"
"SEC3","fraction02",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction02.raw"
"SEC3","fraction03",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction03.raw"
"SEC3","fraction04",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction04.raw"
"SEC3","fraction05",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction05.raw"
"SEC3","fraction06",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction06.raw"
"SEC3","fraction07",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction07.raw"
"SEC3","fraction08",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction08.raw"
"SEC3","fraction09",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction09.raw"
"SEC3","fraction10",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction10_repeat.raw"
"SEC3","fraction10",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction10.raw"
"SEC3","fraction11",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction11.raw"
"SEC3","fraction12",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction12.raw"
"SEC3","fraction13",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction13.raw"
"SEC3","fraction14",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction14.raw"
"SEC3","fraction15",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction15.raw"
"SEC3","fraction16",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction16_repeat.raw"
"SEC3","fraction16",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction16.raw"
"SEC3","fraction17",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction17_repeat.raw"
"SEC3","fraction17",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction17.raw"
"SEC3","fraction18",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction18.raw"
"SEC3","fraction19",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction19.raw"
"SEC3","fraction20",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction20.raw"
"SEC3","fraction21",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction21.raw"
"SEC3","fraction22",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction22.raw"
"SEC3","fraction23",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction23.raw"
"SEC3","fraction24",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction24_repeat.raw"
"SEC3","fraction24",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction24.raw"
"SEC3","fraction25",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction25.raw"
"SEC3","fraction26",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction26.raw"
"SEC3","fraction27",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction27.raw"
"SEC3","fraction28",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction28.raw"
"SEC3","fraction29",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction29_repeat.raw"
"SEC3","fraction29",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction29.raw"
"SEC3","fraction30",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction30.raw"
"SEC3","fraction31",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction31.raw"
"SEC3","fraction32",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction32.raw"
"SEC3","fraction33",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction33_repeat.raw"
"SEC3","fraction33",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction33.raw"
"SEC3","fraction34",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction34_repeat.raw"
"SEC3","fraction34",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction34.raw"
"SEC3","fraction35",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction35.raw"
"SEC3","fraction36",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction36.raw"
"SEC3","fraction37",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction37.raw"
"SEC3","fraction38",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction38.raw"
"SEC3","fraction39",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction39.raw"
"SEC3","fraction40",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction40.raw"
"SEC3","fraction41",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction41.raw"
"SEC3","fraction42",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction42.raw"
"SEC3","fraction43",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction43.raw"
"SEC3","fraction44",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction44.raw"
"SEC3","fraction45",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction45.raw"
"SEC3","fraction46",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction46.raw"
"SEC3","fraction47",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction47.raw"
"SEC3","fraction48",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction48.raw"
"SEC3","fraction49",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction49.raw"
"SEC3","fraction50",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction50.raw"
"SEC3","fraction51",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction51.raw"
"SEC3","fraction52",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction52_repeat.raw"
"SEC3","fraction52",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction52.raw"
"SEC3","fraction53",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction53.raw"
"SEC3","fraction54",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction54_repeat.raw"
"SEC3","fraction54",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction54.raw"
"SEC3","fraction55",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction55_repeat.raw"
"SEC3","fraction55",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_SEC_apoptosis_bio_rep3_fraction55.raw"
