"file","species","detergent","replicate","experiment","fraction"
"OT25cm_CH25_Falc_One-38.raw","Pf","1","CH25","38",1
"OT25cm_CH25_Falc_One-39.raw","Pf","1","CH25","39",1
"OT25cm_CH25_Falc_One-40.raw","Pf","1","CH25","40",1
"OT25cm_CH25_Falc_One-41.raw","Pf","1","CH25","41",1
"OT25cm_CH25_Falc_One-42.raw","Pf","1","CH25","42",1
"OT25cm_CH25_Falc_One-43.raw","Pf","1","CH25","43",1
"OT25cm_CH25_Falc_One-44.raw","Pf","1","CH25","44",1
"OT25cm_CH25_Falc_One-45.raw","Pf","1","CH25","45",1
"OT25cm_CH25_Falc_One-46.raw","Pf","1","CH25","46",1
"OT25cm_CH25_Falc_One-47.raw","Pf","1","CH25","47",1
"OT25cm_CH25_Falc_One-48.raw","Pf","1","CH25","48",1
"OT25cm_CH26_Falc_Zero-01.raw","Pf","0","CH26","01",1
"OT25cm_CH26_Falc_Zero-02.raw","Pf","0","CH26","02",1
"OT25cm_CH26_Falc_Zero-03.raw","Pf","0","CH26","03",1
"OT25cm_CH26_Falc_Zero-04.raw","Pf","0","CH26","04",1
"OT25cm_CH26_Falc_Zero-05.raw","Pf","0","CH26","05",1
"OT25cm_CH26_Falc_Zero-06.raw","Pf","0","CH26","06",1
"OT25cm_CH26_Falc_Zero-07.raw","Pf","0","CH26","07",1
"OT25cm_CH26_Falc_Zero-08.raw","Pf","0","CH26","08",1
"OT25cm_CH26_Falc_Zero-09.raw","Pf","0","CH26","09",1
"OT25cm_CH26_Falc_Zero-10.raw","Pf","0","CH26","10",1
"OT25cm_CH26_Falc_Zero-11.raw","Pf","0","CH26","11",1
"OT25cm_CH26_Falc_Zero-12.raw","Pf","0","CH26","12",1
"OT25cm_CH26_Falc_Zero-13.raw","Pf","0","CH26","13",1
"OT25cm_CH26_Falc_Zero-14.raw","Pf","0","CH26","14",1
"OT25cm_CH26_Falc_Zero-15.raw","Pf","0","CH26","15",1
"OT25cm_CH26_Falc_Zero-16.raw","Pf","0","CH26","16",1
"OT25cm_CH26_Falc_Zero-17.raw","Pf","0","CH26","17",1
"OT25cm_CH26_Falc_Zero-18.raw","Pf","0","CH26","18",1
"OT25cm_CH26_Falc_Zero-19.raw","Pf","0","CH26","19",1
"OT25cm_CH26_Falc_Zero-20.raw","Pf","0","CH26","20",1
"OT25cm_CH26_Falc_Zero-21.raw","Pf","0","CH26","21",1
"OT25cm_CH26_Falc_Zero-22.raw","Pf","0","CH26","22",1
"OT25cm_CH26_Falc_Zero-23.raw","Pf","0","CH26","23",1
"OT25cm_CH26_Falc_Zero-24.raw","Pf","0","CH26","24",1
"OT25cm_CH26_Falc_Zero-25.raw","Pf","0","CH26","25",1
"OT25cm_CH26_Falc_Zero-26.raw","Pf","0","CH26","26",1
"OT25cm_CH26_Falc_Zero-27.raw","Pf","0","CH26","27",1
"OT25cm_CH26_Falc_Zero-28.raw","Pf","0","CH26","28",1
"OT25cm_CH26_Falc_Zero-29.raw","Pf","0","CH26","29",1
"OT25cm_CH26_Falc_Zero-30.raw","Pf","0","CH26","30",1
"OT25cm_CH26_Falc_Zero-31.raw","Pf","0","CH26","31",1
"OT25cm_CH26_Falc_Zero-32.raw","Pf","0","CH26","32",1
"OT25cm_CH26_Falc_Zero-33.raw","Pf","0","CH26","33",1
"OT25cm_CH26_Falc_Zero-34.raw","Pf","0","CH26","34",1
"OT25cm_CH26_Falc_Zero-35.raw","Pf","0","CH26","35",1
"OT25cm_CH26_Falc_Zero-36.raw","Pf","0","CH26","36",1
"OT25cm_CH26_Falc_Zero-37.raw","Pf","0","CH26","37",1
"OT25cm_CH26_Falc_Zero-38.raw","Pf","0","CH26","38",1
"OT25cm_CH26_Falc_Zero-39.raw","Pf","0","CH26","39",1
"OT25cm_CH26_Falc_Zero-40.raw","Pf","0","CH26","40",1
"OT25cm_CH26_Falc_Zero-41.raw","Pf","0","CH26","41",1
"OT25cm_CH26_Falc_Zero-42.raw","Pf","0","CH26","42",1
"OT25cm_CH26_Falc_Zero-43.raw","Pf","0","CH26","43",1
"OT25cm_CH26_Falc_Zero-44.raw","Pf","0","CH26","44",1
"OT25cm_CH26_Falc_Zero-45.raw","Pf","0","CH26","45",1
"OT25cm_CH26_Falc_Zero-46.raw","Pf","0","CH26","46",1
"OT25cm_CH26_Falc_Zero-47.raw","Pf","0","CH26","47",1
"OT25cm_CH26_Falc_Zero-48.raw","Pf","0","CH26","48",1
"OT25cm_CH27_Falc_Point-01.raw","Pf","0.1","CH27","01",1
"OT25cm_CH27_Falc_Point-02.raw","Pf","0.1","CH27","02",1
"OT25cm_CH27_Falc_Point-03.raw","Pf","0.1","CH27","03",1
"OT25cm_CH27_Falc_Point-04.raw","Pf","0.1","CH27","04",1
"OT25cm_CH27_Falc_Point-05.raw","Pf","0.1","CH27","05",1
"OT25cm_CH27_Falc_Point-06.raw","Pf","0.1","CH27","06",1
"OT25cm_CH27_Falc_Point-07.raw","Pf","0.1","CH27","07",1
"OT25cm_CH27_Falc_Point-08.raw","Pf","0.1","CH27","08",1
"OT25cm_CH27_Falc_Point-09.raw","Pf","0.1","CH27","09",1
"OT25cm_CH27_Falc_Point-10.raw","Pf","0.1","CH27","10",1
"OT25cm_CH27_Falc_Point-11.raw","Pf","0.1","CH27","11",1
"OT25cm_CH27_Falc_Point-12.raw","Pf","0.1","CH27","12",1
"OT25cm_CH27_Falc_Point-13.raw","Pf","0.1","CH27","13",1
"OT25cm_CH27_Falc_Point-14.raw","Pf","0.1","CH27","14",1
"OT25cm_CH27_Falc_Point-15.raw","Pf","0.1","CH27","15",1
"OT25cm_CH27_Falc_Point-16.raw","Pf","0.1","CH27","16",1
"OT25cm_CH27_Falc_Point-17.raw","Pf","0.1","CH27","17",1
"OT25cm_CH27_Falc_Point-18.raw","Pf","0.1","CH27","18",1
"OT25cm_CH27_Falc_Point-19.raw","Pf","0.1","CH27","19",1
"OT25cm_CH27_Falc_Point-20.raw","Pf","0.1","CH27","20",1
"OT25cm_CH27_Falc_Point-21.raw","Pf","0.1","CH27","21",1
"OT25cm_CH27_Falc_Point-22.raw","Pf","0.1","CH27","22",1
"OT25cm_CH27_Falc_Point-23.raw","Pf","0.1","CH27","23",1
"OT25cm_CH27_Falc_Point-24.raw","Pf","0.1","CH27","24",1
"OT25cm_CH27_Falc_Point-25.raw","Pf","0.1","CH27","25",1
"OT25cm_CH27_Falc_Point-26.raw","Pf","0.1","CH27","26",1
"OT25cm_CH27_Falc_Point-27.raw","Pf","0.1","CH27","27",1
"OT25cm_CH27_Falc_Point-28.raw","Pf","0.1","CH27","28",1
"OT25cm_CH27_Falc_Point-29.raw","Pf","0.1","CH27","29",1
"OT25cm_CH27_Falc_Point-30.raw","Pf","0.1","CH27","30",1
"OT25cm_CH27_Falc_Point-31.raw","Pf","0.1","CH27","31",1
"OT25cm_CH27_Falc_Point-32.raw","Pf","0.1","CH27","32",1
"OT25cm_CH27_Falc_Point-33.raw","Pf","0.1","CH27","33",1
"OT25cm_CH27_Falc_Point-34.raw","Pf","0.1","CH27","34",1
"OT25cm_CH27_Falc_Point-35.raw","Pf","0.1","CH27","35",1
"OT25cm_CH27_Falc_Point-36.raw","Pf","0.1","CH27","36",1
"OT25cm_CH27_Falc_Point-37.raw","Pf","0.1","CH27","37",1
"OT25cm_CH27_Falc_Point-38.raw","Pf","0.1","CH27","38",1
"OT25cm_CH27_Falc_Point-39.raw","Pf","0.1","CH27","39",1
"OT25cm_CH27_Falc_Point-40.raw","Pf","0.1","CH27","40",1
"OT25cm_CH27_Falc_Point-41.raw","Pf","0.1","CH27","41",1
"OT25cm_CH27_Falc_Point-42.raw","Pf","0.1","CH27","42",1
"OT25cm_CH27_Falc_Point-43.raw","Pf","0.1","CH27","43",1
"OT25cm_CH27_Falc_Point-44.raw","Pf","0.1","CH27","44",1
"OT25cm_CH27_Falc_Point-45.raw","Pf","0.1","CH27","45",1
"OT25cm_CH27_Falc_Point-46.raw","Pf","0.1","CH27","46",1
"OT25cm_CH27_Falc_Point-47.raw","Pf","0.1","CH27","47",1
"OT25cm_CH27_Falc_Point-48.raw","Pf","0.1","CH27","48",1
