"filename","replicate","experiment","fraction"
"WAN110701_OT2_Celegans_HCW_P2A11.mzXML","expt_5","P2A11",1
"WAN110701_OT2_Celegans_HCW_P2A12.mzXML","expt_5","P2A12",1
"WAN110701_OT2_Celegans_HCW_P2B01.mzXML","expt_5","P2B01",1
"WAN110701_OT2_Celegans_HCW_P2B02.mzXML","expt_5","P2B02",1
"WAN110701_OT2_Celegans_HCW_P2B03.mzXML","expt_5","P2B03",1
"WAN110701_OT2_Celegans_HCW_P2B04.mzXML","expt_5","P2B04",1
"WAN110701_OT2_Celegans_HCW_P2B05.mzXML","expt_5","P2B05",1
"WAN110701_OT2_Celegans_HCW_P2B06.mzXML","expt_5","P2B06",1
"WAN110701_OT2_Celegans_HCW_P2B07.mzXML","expt_5","P2B07",1
"WAN110701_OT2_Celegans_HCW_P2B08.mzXML","expt_5","P2B08",1
"WAN110701_OT2_Celegans_HCW_P2B09.mzXML","expt_5","P2B09",1
"WAN110701_OT2_Celegans_HCW_P2B10.mzXML","expt_5","P2B10",1
"WAN110701_OT2_Celegans_HCW_P2B11.mzXML","expt_5","P2B11",1
"WAN110701_OT2_Celegans_HCW_P2B12.mzXML","expt_5","P2B12",1
